,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
262521,3,2,1.03,Monroe,Connecticut,6468,1858,2022-03-02,379900
262522,4,3,2.02,Monroe,Connecticut,6468,2629,1997-12-29,500000
262523,3,3,1.0,Monroe,Connecticut,6468,1832,2021-04-06,429000
262525,3,3,0.33,Monroe,Connecticut,6468,2511,2009-02-27,619900
262526,5,6,3.01,Monroe,Connecticut,6468,4379,2005-02-07,949000
262527,3,3,0.61,Monroe,Connecticut,6468,2310,2017-12-01,549900
262528,3,2,1.01,Monroe,Connecticut,6468,2468,2003-06-24,450000
262529,3,4,2.2,Monroe,Connecticut,6468,2362,2019-09-18,749900
262530,3,2,1.02,Monroe,Connecticut,6468,1688,2015-05-11,439000
262531,5,3,1.05,Monroe,Connecticut,6468,2168,2004-11-19,539900
262533,5,3,2.31,Monroe,Connecticut,6468,2804,1998-05-28,550000
262535,5,3,1.0,Monroe,Connecticut,6468,3489,2017-08-01,800000
262536,4,4,2.77,Monroe,Connecticut,6468,3379,1997-08-14,725000
262537,4,3,1.14,Monroe,Connecticut,6468,3766,2016-01-12,799900
262622,3,2,0.54,Newtown,Connecticut,6470,1424,2005-11-07,469000
262623,4,3,2.06,Newtown,Connecticut,6470,2218,2006-01-31,475000
262625,5,3,0.36,Newtown,Connecticut,6470,3031,2006-07-17,575000
262626,4,2,3.36,Newtown,Connecticut,6470,2400,2021-11-01,625000
262628,4,3,5.55,Newtown,Connecticut,6470,3070,2020-12-14,659900
262629,4,3,2.07,Newtown,Connecticut,6470,1932,2020-08-25,489900
262630,5,4,1.0,Newtown,Connecticut,6470,3972,1989-12-08,759900
262631,3,3,0.69,Newtown,Connecticut,6470,1797,2006-10-11,416000
262632,4,3,2.33,Newtown,Connecticut,6470,2906,2000-10-23,589900
262633,4,3,2.12,Newtown,Connecticut,6470,1870,2012-10-17,469900
262634,4,5,2.06,Newtown,Connecticut,6470,5098,1997-10-01,964900
262637,4,2,4.91,Newtown,Connecticut,6470,2850,2001-12-13,925000
262640,4,3,2.1,Newtown,Connecticut,6470,3104,2002-02-28,650000
262641,4,3,3.73,Newtown,Connecticut,6470,2638,2006-06-20,680000
262642,4,3,0.84,Newtown,Connecticut,6470,2150,2021-11-24,525000
262643,4,2,10.22,Newtown,Connecticut,6470,2286,1997-09-09,1450000
262644,5,6,2.7,Newtown,Connecticut,6470,5016,2005-08-02,1200000
262646,4,3,0.71,Newtown,Connecticut,6470,2312,2001-04-09,659900
262647,4,3,2.87,Newtown,Connecticut,6470,3712,2015-03-09,750000
262648,4,3,1.11,Newtown,Connecticut,6470,1536,2021-10-25,524900
262649,6,6,2.25,Newtown,Connecticut,6470,4641,2007-08-17,1200000
262724,4,3,0.42,Milford,Connecticut,6461,2976,2021-04-27,799000
262728,2,2,0.05,Milford,Connecticut,6460,881,2016-11-03,310000
262730,1,1,0.08,Milford,Connecticut,6460,692,2000-10-12,199000
262732,3,1,0.29,Milford,Connecticut,6460,1712,2019-10-21,399900
262733,3,3,0.24,Milford,Connecticut,6460,1862,2017-05-22,499900
262735,4,3,0.05,Milford,Connecticut,6460,1580,2014-06-10,425000
262737,4,2,0.1,Milford,Connecticut,6460,1828,2021-11-02,389900
262738,2,2,0.11,Milford,Connecticut,6460,1856,2013-09-30,385000
262739,4,3,0.2,Milford,Connecticut,6460,1862,2014-10-02,429900
262740,3,2,0.12,Milford,Connecticut,6460,1634,2020-04-01,589500
262741,3,2,0.21,Milford,Connecticut,6460,2124,2015-09-02,459000
262743,3,2,0.1,Milford,Connecticut,6460,1232,2017-02-15,335000
262744,3,2,0.47,Milford,Connecticut,6460,1608,2017-10-04,419900
262745,4,1,0.8,Milford,Connecticut,6460,1142,2002-08-01,357000
262746,3,2,0.09,Milford,Connecticut,6460,1344,2018-01-10,350000
262749,4,4,0.07,Milford,Connecticut,6460,2850,1991-08-21,849900
262750,3,3,0.08,Milford,Connecticut,6460,2000,2021-08-09,899900
262751,4,4,0.1,Milford,Connecticut,6460,3300,2021-09-13,849900
262756,2,1,0.63,Monroe,Connecticut,6468,790,1996-06-24,139900
262757,4,3,1.0,Monroe,Connecticut,6468,2414,2000-03-24,250000
262759,4,4,1.0,Monroe,Connecticut,6468,4672,1989-03-15,899900
262760,5,4,2.01,Monroe,Connecticut,6468,3418,2004-03-31,624900
262761,3,3,1.27,Monroe,Connecticut,6468,2093,2006-12-05,549000
262762,5,3,13.28,Monroe,Connecticut,6468,3749,1993-07-27,689900
262763,2,2,0.46,Monroe,Connecticut,6468,812,2013-02-28,240000
262765,4,3,0.78,Monroe,Connecticut,6468,2449,1995-01-12,454900
262767,3,1,15.13,Monroe,Connecticut,6468,1688,2003-01-24,399000
262768,3,2,0.5,Monroe,Connecticut,6468,1636,2005-04-01,384900
262769,3,3,0.73,Monroe,Connecticut,6468,1440,2005-05-24,389900
262770,4,5,2.03,Monroe,Connecticut,6468,3808,2003-05-22,997740
262772,4,4,1.0,Monroe,Connecticut,6468,3428,2021-09-17,799000
262773,4,3,1.71,Monroe,Connecticut,6468,2567,2017-06-12,538000
262774,3,2,1.04,Monroe,Connecticut,6468,1300,1999-08-11,465000
262775,5,4,2.0,Monroe,Connecticut,6468,3600,2021-08-04,949000
262776,4,3,2.0,Monroe,Connecticut,6468,2808,2016-06-17,699000
262777,4,3,1.75,Monroe,Connecticut,6468,3148,2007-09-19,750000
262778,5,4,1.0,Monroe,Connecticut,6468,3892,1994-07-12,759000
262779,4,3,1.0,Monroe,Connecticut,6468,3010,2004-06-18,689000
262780,4,3,1.1,Monroe,Connecticut,6468,2559,2019-07-10,699000
262781,3,2,1.3,Monroe,Connecticut,6468,1296,2012-08-03,439000
262782,4,4,1.07,Monroe,Connecticut,6468,2812,2005-03-18,525000
262784,4,3,1.03,Monroe,Connecticut,6468,2325,2001-08-17,679900
262785,4,3,2.0,Monroe,Connecticut,6468,3294,2014-07-07,825000
262786,4,3,1.01,Monroe,Connecticut,6468,2736,2020-07-16,699000
262856,4,3,2.24,Newtown,Connecticut,6470,3043,2003-06-30,375000
262857,4,3,2.01,Newtown,Connecticut,6470,2880,1991-10-25,499000
262858,4,3,2.54,Newtown,Connecticut,6470,2800,1996-12-16,625000
262864,4,3,6.83,Newtown,Connecticut,6470,2508,2021-04-05,649900
262865,4,3,2.05,Newtown,Connecticut,6470,2208,2016-08-30,585500
262866,3,2,44.22,Newtown,Connecticut,6470,2633,2003-05-22,1850000
262868,4,3,1.07,Newtown,Connecticut,6470,3000,2021-04-16,839900
262977,3,3,0.07,Milford,Connecticut,6460,1392,2001-08-08,389000
262978,3,1,0.34,Milford,Connecticut,6460,1136,2004-09-23,399995
262979,3,4,0.26,Milford,Connecticut,6460,2960,1988-09-08,849900
262984,4,4,0.05,Milford,Connecticut,6460,3000,2010-06-29,1200000
262985,3,3,0.07,Milford,Connecticut,6460,2150,2021-05-20,849000
263002,3,2,0.22,Waterbury,Connecticut,6708,1470,2020-07-07,239900
263003,6,3,0.55,Wolcott,Connecticut,6716,4608,2019-07-03,399900
263007,8,3,0.11,Waterbury,Connecticut,6708,3537,2014-12-18,349900
263011,3,1,0.16,Waterbury,Connecticut,6704,876,2019-04-25,199999
263548,4,2,0.92,North Branford,Connecticut,6471,2168,2016-08-08,405000
263672,2,2,0.18,Milford,Connecticut,6460,1100,1994-08-02,199900
263673,4,3,0.46,Milford,Connecticut,6460,3756,1992-06-24,948888
263675,3,2,0.15,Milford,Connecticut,6460,1485,1993-08-03,335000
263677,3,1,0.12,Milford,Connecticut,6460,1092,2005-02-16,449900
263678,4,2,0.22,Milford,Connecticut,6460,1680,2003-07-17,359900
263679,3,4,0.51,Milford,Connecticut,6460,3148,2003-09-23,715000
263680,3,3,0.1,Milford,Connecticut,6460,1633,2000-05-01,329900
263682,5,5,0.94,Milford,Connecticut,6460,4155,2013-07-16,1400000
263684,4,2,0.18,Milford,Connecticut,6460,1142,2015-05-01,419900
263685,4,3,0.17,Milford,Connecticut,6460,2356,1999-10-01,749900
263687,3,1,0.43,Milford,Connecticut,6460,1292,1993-02-18,275000
263690,4,3,0.18,Milford,Connecticut,6460,1445,2019-08-02,449900
263691,3,1,0.31,Milford,Connecticut,6460,1165,2001-08-03,343000
263692,3,2,0.1,Milford,Connecticut,6460,1350,2001-09-07,420000
263693,3,2,0.14,Milford,Connecticut,6460,2564,2018-10-01,1100000
263695,4,3,0.09,Milford,Connecticut,6460,2886,2007-02-20,2759000
263696,4,3,0.18,Milford,Connecticut,6460,1657,2015-04-24,659900
263697,3,2,0.19,Milford,Connecticut,6460,1388,1998-08-28,547900
263698,3,2,0.28,Milford,Connecticut,6460,1142,2021-11-24,469000
263699,3,1,0.07,Milford,Connecticut,6460,920,1993-09-17,380000
263700,3,3,0.15,Milford,Connecticut,6460,2552,1997-10-17,1850000
263701,5,4,0.21,Milford,Connecticut,6460,3900,2021-10-29,1220000
263792,4,5,0.92,East Marion,New York,11939,7000,2001-12-11,2300000
264133,4,4,0.54,Southold,New York,11971,2775,1989-06-23,999000
264318,2,2,0.1,Greenport,New York,11944,1300,1990-12-18,1079000
264335,5,5,0.67,Southold,New York,11971,5000,2019-06-28,3500000
264366,4,2,0.35,Orient,New York,11957,1560,2008-06-18,799000
264381,4,2,1.18,East Marion,New York,11939,1800,1990-05-16,825000
264759,4,2,0.12,Greenport,New York,11944,2700,2016-06-17,849000
264857,4,3,1.71,Greenport,New York,11944,2800,2007-03-08,1200000
265270,4,2,0.43,Middletown,Connecticut,6457,1537,2022-01-24,379900
265294,3,2,0.17,Greenport,New York,11944,1050,1984-12-27,779000
265442,4,4,0.95,North Haven,Connecticut,6473,2769,2001-10-17,650000
265447,4,2,0.92,North Haven,Connecticut,6473,2310,2017-06-02,420000
265459,3,2,0.73,North Haven,Connecticut,6473,1176,2005-07-18,395000
265462,4,3,0.59,North Haven,Connecticut,6473,2400,2003-03-14,709900
265518,2,2,0.02,Greenport,New York,11944,700,2009-04-23,500000
265522,2,3,0.3,Greenport,New York,11944,1630,2013-04-17,1250000
265526,3,2,0.78,Orange,Connecticut,6477,2410,2021-01-19,425000
265527,4,2,0.46,Orange,Connecticut,6477,1200,2021-10-13,390000
265528,3,4,0.92,Orange,Connecticut,6477,3323,2003-09-16,779000
265530,4,3,0.99,Orange,Connecticut,6477,2214,2006-04-05,649900
265532,4,3,1.06,Orange,Connecticut,6477,2004,2008-06-02,589000
265533,3,3,0.95,Orange,Connecticut,6477,2759,2014-07-29,650000
265536,2,2,4.44,Orange,Connecticut,6477,2484,1999-02-16,439000
265537,4,4,0.93,Orange,Connecticut,6477,3712,2009-07-01,829900
265538,3,3,0.72,Orange,Connecticut,6477,1820,1998-01-07,550000
265540,4,4,3.99,Orange,Connecticut,6477,4020,2014-04-22,729900
265541,4,4,0.88,Orange,Connecticut,6477,3832,1998-09-10,765000
265543,4,3,0.56,Orange,Connecticut,6477,2112,2014-12-11,549900
265546,4,2,0.93,Orange,Connecticut,6477,1288,2001-05-01,495000
265547,4,3,1.07,Orange,Connecticut,6477,1548,2012-07-03,495000
265548,4,3,0.97,Orange,Connecticut,6477,1618,2019-04-04,520000
265549,3,2,0.71,Orange,Connecticut,6477,1510,2020-04-15,470000
265550,4,3,0.95,Orange,Connecticut,6477,2210,2017-08-30,719000
265553,4,3,0.88,Orange,Connecticut,6477,2202,2018-04-02,649900
265618,4,2,0.38,Southold,New York,11971,1680,2014-07-23,1200000
265623,2,2,0.1,Oxford,Connecticut,6478,771,2011-03-01,299900
265625,3,3,1.63,Oxford,Connecticut,6478,1694,2003-09-02,469900
265627,3,2,2.6,Oxford,Connecticut,6478,2256,2019-04-01,425000
265629,4,2,1.5,Oxford,Connecticut,6478,2150,2021-12-16,489900
265631,1,2,1.25,Oxford,Connecticut,6478,926,2019-07-05,299000
265633,3,3,1.6,Oxford,Connecticut,6478,2296,1995-07-31,389000
265635,3,3,1.7,Oxford,Connecticut,6478,2654,2006-08-21,469900
265636,5,3,2.19,Oxford,Connecticut,6478,3204,2021-01-27,699000
265637,3,3,1.5,Oxford,Connecticut,6478,1560,2018-04-13,385000
265638,3,2,1.78,Oxford,Connecticut,6478,2556,1994-06-13,491930
265640,4,3,1.5,Oxford,Connecticut,6478,2917,2020-01-27,625000
265642,4,3,1.5,Oxford,Connecticut,6478,2885,2011-05-02,634900
265648,4,3,1.05,Oxford,Connecticut,6478,2266,1994-03-16,525000
265649,4,3,1.79,Oxford,Connecticut,6478,2546,2014-02-21,549999
265678,2,2,0.4,Portland,Connecticut,6480,1569,2010-04-06,319000
265693,2,2,0.09,Newtown,Connecticut,6482,1066,2005-08-31,225000
265694,4,4,1.92,Newtown,Connecticut,6482,4424,2001-01-19,595000
265696,4,2,1.0,Newtown,Connecticut,6482,1644,2003-10-28,400000
265697,3,2,2.04,Newtown,Connecticut,6482,1494,2015-05-22,389000
265699,4,4,4.74,Newtown,Connecticut,6482,3271,2002-10-21,574900
265701,1,1,0.23,Newtown,Connecticut,6482,698,2021-04-15,240000
265702,1,1,1.15,Newtown,Connecticut,6482,440,2014-10-02,179000
265703,3,3,7.52,Newtown,Connecticut,6482,2344,1992-10-15,600000
265704,4,3,1.0,Newtown,Connecticut,6482,1775,2007-08-01,395000
265705,3,2,0.43,Newtown,Connecticut,6482,1348,2014-08-18,384999
265706,4,3,1.86,Newtown,Connecticut,6482,2217,2015-10-01,550000
265707,3,3,2.0,Newtown,Connecticut,6482,1980,1994-08-26,689900
265708,3,3,2.31,Newtown,Connecticut,6482,1742,2014-08-11,425000
265709,4,4,2.77,Newtown,Connecticut,6482,3578,2013-09-13,832500
265710,4,3,2.0,Newtown,Connecticut,6482,2600,2021-05-24,779000
265711,4,2,1.01,Newtown,Connecticut,6482,2064,2021-01-21,499900
265712,4,3,1.18,Newtown,Connecticut,6482,3321,2016-08-08,700000
265713,3,2,1.0,Newtown,Connecticut,6482,1620,2021-05-11,459000
265714,4,5,2.36,Newtown,Connecticut,6482,3966,2016-08-22,825000
265715,4,4,8.16,Newtown,Connecticut,6482,2579,2016-07-05,679000
265716,4,4,2.49,Newtown,Connecticut,6482,3956,2010-02-05,780000
265717,4,4,1.53,Newtown,Connecticut,6482,2891,1995-07-13,650000
265718,4,3,1.3,Newtown,Connecticut,6482,2604,1999-10-15,589000
265719,4,4,2.78,Newtown,Connecticut,6482,3022,1998-09-14,769000
265720,4,5,3.99,Newtown,Connecticut,6482,2907,2018-09-04,749900
265721,3,3,2.6,Newtown,Connecticut,6482,2697,2021-08-12,739900
265722,4,5,1.0,Newtown,Connecticut,6482,4030,2016-03-22,900000
265723,4,3,2.0,Newtown,Connecticut,6482,3042,2002-06-21,709000
265724,4,4,2.51,Newtown,Connecticut,6482,3026,2016-10-20,769900
265725,2,2,0.3,Newtown,Connecticut,6482,1268,2016-12-29,849900
265764,3,2,1.09,Seymour,Connecticut,6483,1138,2021-12-28,429900
265776,3,2,0.9,Seymour,Connecticut,6483,2099,2005-03-21,409900
265783,3,3,0.47,Seymour,Connecticut,6483,1918,2012-08-16,410000
265785,4,2,0.44,Seymour,Connecticut,6483,2128,2020-02-18,380000
265798,3,1,1.03,Shelton,Connecticut,6484,1490,2002-06-11,359900
265804,4,4,1.4,Shelton,Connecticut,6484,3128,2000-12-21,735000
265805,3,2,0.93,Shelton,Connecticut,6484,1830,2005-08-02,324900
265807,3,2,0.28,Shelton,Connecticut,6484,988,1989-04-05,339900
265808,4,3,1.01,Shelton,Connecticut,6484,3008,1991-12-12,624000
265809,4,4,0.93,Shelton,Connecticut,6484,3348,2017-04-27,989000
265810,3,4,1.25,Shelton,Connecticut,6484,2028,1998-12-16,549999
265812,3,3,0.72,Shelton,Connecticut,6484,2925,2006-10-06,699900
265815,3,2,1.38,Shelton,Connecticut,6484,1129,2017-06-23,399999
265816,4,4,0.48,Shelton,Connecticut,6484,1808,2004-07-29,549800
265817,4,2,0.97,Shelton,Connecticut,6484,1581,1995-11-13,499900
265818,4,2,0.92,Shelton,Connecticut,6484,1866,2020-07-31,487900
265819,4,3,1.22,Shelton,Connecticut,6484,3000,2021-10-18,899000
265856,2,1,0.14,Wallingford,Connecticut,6492,988,2021-10-19,314999
265870,3,2,0.29,Wallingford,Connecticut,6492,1826,2010-10-12,529500
265919,3,2,1.28,Orange,Connecticut,6477,1250,2005-06-17,270000
265928,4,3,1.51,Oxford,Connecticut,6478,2604,2002-07-01,499900
265958,3,3,0.3,New Haven,Connecticut,6512,1949,2021-10-27,449000
265961,4,3,0.17,East Haven,Connecticut,6512,2154,2003-06-19,324900
265965,3,1,0.13,East Haven,Connecticut,6512,1008,2010-07-21,279900
265967,3,1,0.16,East Haven,Connecticut,6512,1258,2022-01-12,265000
265968,3,2,0.17,East Haven,Connecticut,6512,1588,2005-07-08,294900
265971,3,2,0.21,New Haven,Connecticut,6512,1259,1999-08-10,289900
265973,2,2,0.19,East Haven,Connecticut,6512,1358,2016-03-11,315000
265974,6,4,0.14,New Haven,Connecticut,6512,2828,2012-08-10,392500
265975,3,2,0.23,East Haven,Connecticut,6512,1426,2005-07-29,274000
265976,2,2,0.11,East Haven,Connecticut,6512,1264,1993-02-01,279900
265978,5,3,0.11,East Haven,Connecticut,6512,2041,2003-01-31,449900
265979,4,3,0.4,New Haven,Connecticut,6512,2256,2016-10-04,419900
265982,2,2,0.07,New Haven,Connecticut,6512,1208,1998-12-01,319900
265983,3,1,0.21,East Haven,Connecticut,6512,989,2018-08-17,245000
265986,3,3,0.25,East Haven,Connecticut,6512,1514,2018-05-08,389900
265987,2,1,0.11,East Haven,Connecticut,6512,1000,1988-07-01,310000
265988,4,5,0.53,East Haven,Connecticut,6512,5580,1991-08-30,3750000
265992,4,3,2.7,Seymour,Connecticut,6483,2028,2004-11-01,339900
266085,4,3,1.02,Shelton,Connecticut,6484,2392,2006-10-27,395000
266087,3,3,0.17,Shelton,Connecticut,6484,2480,2005-07-29,525000
266092,3,3,1.19,Shelton,Connecticut,6484,2526,2017-11-17,515000
266094,3,3,0.92,Shelton,Connecticut,6484,1944,2016-09-23,473000
266095,4,3,1.64,Shelton,Connecticut,6484,3350,2021-02-16,649888
266096,3,1,0.24,Shelton,Connecticut,6484,1362,2005-12-29,289000
266098,2,1,0.11,Shelton,Connecticut,6484,804,2004-08-16,297000
266101,4,3,1.08,Shelton,Connecticut,6484,2616,2008-07-30,549900
266102,3,3,0.75,Shelton,Connecticut,6484,2412,2004-01-15,579900
266103,2,2,0.84,Shelton,Connecticut,6484,1480,2012-06-07,499900
266105,3,3,0.87,Shelton,Connecticut,6484,1440,2006-04-03,450000
266106,4,3,1.02,Shelton,Connecticut,6484,1902,2015-08-31,519000
266107,3,2,1.01,Shelton,Connecticut,6484,1338,2008-10-29,450000
266109,4,2,0.93,Shelton,Connecticut,6484,1294,1999-05-14,449900
266117,4,3,0.69,Middlefield,Connecticut,6481,2569,2017-01-11,565000
266125,3,2,0.14,West Haven,Connecticut,6516,1536,2010-04-16,315000
266127,4,2,0.06,New Haven,Connecticut,6519,1436,2007-06-12,180000
266142,6,2,0.27,West Haven,Connecticut,6516,2184,2017-11-16,384900
266175,8,4,0.42,New Haven,Connecticut,6511,6830,2004-07-01,1390000
266187,3,2,0.2,East Haven,Connecticut,6513,1475,2003-12-22,359900
266191,3,3,1.18,East Haven,Connecticut,6513,1730,2018-10-18,539000
266202,4,2,0.26,New Haven,Connecticut,6513,1800,2019-07-11,315000
266206,3,3,0.58,Hamden,Connecticut,6514,1598,2014-12-22,238000
266227,3,2,0.22,Hamden,Connecticut,6514,1168,1991-06-27,280000
266228,3,1,0.19,Hamden,Connecticut,6514,910,1995-04-27,192000
266229,4,3,0.95,Hamden,Connecticut,6514,2287,1991-07-31,499900
266230,3,2,0.11,Hamden,Connecticut,6514,1246,2004-06-01,264900
266235,6,3,0.12,Hamden,Connecticut,6514,2572,2006-06-09,349990
266236,5,3,0.11,Hamden,Connecticut,6514,3240,2005-11-28,369900
266242,6,3,0.09,Hamden,Connecticut,6514,3000,2019-08-02,419900
266262,4,4,0.24,New Haven,Connecticut,6515,1992,2021-05-19,489000
266266,4,3,0.36,New Haven,Connecticut,6515,2674,2002-08-16,549500
266268,3,2,0.29,West Haven,Connecticut,6516,1582,1989-10-23,100700
266270,4,2,0.39,West Haven,Connecticut,6516,1270,1996-10-09,185000
266272,4,1,0.14,West Haven,Connecticut,6516,1198,2004-03-29,142500
266273,4,3,0.37,West Haven,Connecticut,6516,2388,2007-05-21,495000
266275,3,2,0.24,West Haven,Connecticut,6516,1100,2004-03-25,329000
266279,3,2,0.11,West Haven,Connecticut,6516,1542,2013-02-12,359000
266280,4,1,0.13,West Haven,Connecticut,6516,1392,2018-12-14,265000
266281,2,2,0.15,West Haven,Connecticut,6516,1307,2014-04-21,310000
266283,3,2,0.16,West Haven,Connecticut,6516,1030,2018-08-22,229000
266286,3,2,0.13,West Haven,Connecticut,6516,1192,1987-02-18,349900
266288,4,2,0.19,West Haven,Connecticut,6516,1476,2015-02-18,250000
266289,3,3,0.25,West Haven,Connecticut,6516,1400,2000-02-18,340000
266290,2,2,0.22,West Haven,Connecticut,6516,1557,2003-03-03,260000
266291,5,3,0.07,West Haven,Connecticut,6516,1849,2009-04-13,269900
266292,4,3,0.19,West Haven,Connecticut,6516,2779,2005-05-04,599999
266293,2,2,0.16,West Haven,Connecticut,6516,1043,2019-10-03,320000
266294,4,3,0.33,West Haven,Connecticut,6516,2171,2020-01-02,320000
266297,4,2,0.07,New Haven,Connecticut,6519,2112,2006-12-08,150000
266298,4,2,0.03,New Haven,Connecticut,6519,2073,2008-01-29,129950
266300,5,2,0.21,New Haven,Connecticut,6519,2032,2001-05-03,250000
266303,8,3,0.09,New Haven,Connecticut,6519,3008,2003-03-19,419999
266304,6,2,0.07,New Haven,Connecticut,6519,1677,2018-11-30,225000
266305,6,4,0.07,New Haven,Connecticut,6519,2099,2007-08-10,175000
266307,8,5,0.17,New Haven,Connecticut,6519,2736,2020-08-12,399999
266309,6,2,0.06,New Haven,Connecticut,6519,2200,2015-08-27,285000
266331,6,6,3.38,Woodbridge,Connecticut,6525,4616,2020-12-30,799900
266339,2,1,0.11,Bridgeport,Connecticut,6606,991,2015-01-07,215000
266349,3,3,0.32,Stratford,Connecticut,6615,2071,2002-03-08,580000
266350,3,2,0.13,Bridgeport,Connecticut,6606,1824,2011-05-31,335000
266352,4,2,0.11,Bridgeport,Connecticut,6610,1382,2018-08-14,349000
266355,3,2,0.23,Stratford,Connecticut,6614,1276,2010-08-02,320000
266357,3,2,2.2,Stratford,Connecticut,6614,1967,2021-12-21,449900
266358,6,2,0.11,Bridgeport,Connecticut,6606,2288,2005-12-30,425000
266369,3,2,1.38,Woodbridge,Connecticut,6525,1536,1991-05-17,355000
266371,4,4,1.6,Woodbridge,Connecticut,6525,3750,1991-07-02,689900
266372,3,2,1.62,Woodbridge,Connecticut,6525,1476,1999-02-01,389000
266376,3,2,1.84,Woodbridge,Connecticut,6525,1966,1996-06-17,429900
266378,3,3,1.92,Woodbridge,Connecticut,6525,2324,2021-08-24,485000
266385,3,3,1.97,Woodbridge,Connecticut,6525,2100,2020-05-07,525000
266387,4,4,1.95,Woodbridge,Connecticut,6525,2928,2019-05-22,659000
266390,4,3,2.36,Woodbridge,Connecticut,6525,3208,1991-08-16,734900
266395,5,4,2.0,Woodbridge,Connecticut,6525,2839,2019-06-17,749000
266397,4,5,4.58,Woodbridge,Connecticut,6525,4787,2012-05-31,1300000
266398,5,5,1.49,Woodbridge,Connecticut,6525,3832,2020-12-31,1295000
266400,4,4,1.61,Woodbridge,Connecticut,6525,3163,2021-11-24,875000
266413,3,3,0.12,New Haven,Connecticut,6512,1500,2006-09-11,260000
266414,3,2,0.11,New Haven,Connecticut,6512,1360,2011-08-02,185000
266415,3,1,0.1,New Haven,Connecticut,6512,1219,2003-06-10,249900
266417,3,1,0.34,East Haven,Connecticut,6512,1075,1998-09-10,159900
266418,6,2,0.08,New Haven,Connecticut,6513,2420,2006-01-09,140000
266470,3,2,0.18,Hamden,Connecticut,6517,1536,2016-06-24,339900
266486,4,2,0.19,Hamden,Connecticut,6517,1790,2005-02-01,499000
266491,3,2,0.11,West Haven,Connecticut,6516,960,1999-05-12,150000
266492,3,2,0.08,West Haven,Connecticut,6516,1625,1999-06-29,153700
266495,3,3,0.2,West Haven,Connecticut,6516,1556,2000-06-30,399000
266496,4,2,0.13,West Haven,Connecticut,6516,3425,1993-07-07,399900
266498,3,2,0.2,West Haven,Connecticut,6516,1322,2021-10-25,359900
266499,4,2,0.21,West Haven,Connecticut,6516,1872,2006-05-08,345000
266500,3,2,0.25,West Haven,Connecticut,6516,2418,2001-02-28,359900
266501,2,1,0.34,West Haven,Connecticut,6516,912,2016-07-25,165000
266502,3,2,0.18,West Haven,Connecticut,6516,1278,2019-03-28,345000
266503,3,1,0.15,West Haven,Connecticut,6516,1561,2019-01-10,229900
266504,3,2,0.11,West Haven,Connecticut,6516,1270,2008-10-07,259000
266505,3,1,0.18,West Haven,Connecticut,6516,1072,2019-06-10,280000
266506,3,1,0.09,West Haven,Connecticut,6516,1008,2009-02-10,272000
266507,4,3,0.08,West Haven,Connecticut,6516,1272,2021-09-10,280000
266508,3,2,0.15,West Haven,Connecticut,6516,1450,2021-10-01,279900
266509,3,1,0.63,West Haven,Connecticut,6516,1264,1991-05-03,265000
266510,4,2,0.13,West Haven,Connecticut,6516,1464,2012-11-21,289000
266512,5,4,0.16,West Haven,Connecticut,6516,3244,2012-11-20,499000
266513,4,3,0.08,West Haven,Connecticut,6516,2192,2012-04-18,240000
266514,4,2,0.17,West Haven,Connecticut,6516,1456,1999-04-12,389900
266517,3,1,0.16,West Haven,Connecticut,6516,1124,2005-05-13,299899
266519,6,2,0.14,West Haven,Connecticut,6516,2403,2013-02-04,389900
266520,3,2,0.19,West Haven,Connecticut,6516,1236,2020-02-25,279900
266521,3,2,0.1,West Haven,Connecticut,6516,1700,2002-10-10,225000
266522,2,2,0.19,West Haven,Connecticut,6516,875,1998-09-11,245000
266523,3,1,0.28,West Haven,Connecticut,6516,1099,2021-03-24,324900
266525,3,2,1.5,Woodbridge,Connecticut,6525,2028,2009-08-28,299000
266532,4,2,0.04,Bridgeport,Connecticut,6608,2108,2016-04-28,184900
266533,6,2,0.11,Bridgeport,Connecticut,6607,2218,2007-05-09,295000
266548,3,2,0.11,Stratford,Connecticut,6614,1299,1995-03-31,249900
266549,3,2,0.14,West Haven,Connecticut,6516,1282,2013-03-11,185000
266551,5,2,0.53,Seymour,Connecticut,6483,2508,2008-10-20,419500
266562,6,3,0.16,Stratford,Connecticut,6614,3534,2004-07-01,495000
266564,4,2,0.14,Bridgeport,Connecticut,6606,2385,2005-08-18,309000
266566,5,2,0.12,Bridgeport,Connecticut,6607,3102,2011-05-12,219000
266575,4,2,0.19,Bridgeport,Connecticut,6606,2332,2011-12-13,480000
266594,3,3,3.06,Southbury,Connecticut,6488,3294,2006-01-18,465000
266601,5,3,0.46,Bridgeport,Connecticut,6604,3777,2004-11-09,385000
266604,3,2,0.11,Bridgeport,Connecticut,6604,2113,2014-12-11,300000
266609,3,3,0.41,Bridgeport,Connecticut,6610,1485,2007-01-03,259000
266610,3,4,0.75,Stratford,Connecticut,6614,2285,1999-11-17,499900
266614,6,2,0.1,Bridgeport,Connecticut,6606,2622,2004-08-16,400000
266618,9,3,0.08,Bridgeport,Connecticut,6605,3281,2019-03-28,359900
266620,5,3,0.06,Bridgeport,Connecticut,6607,3128,1996-11-26,240000
266622,4,3,0.64,Shelton,Connecticut,6484,3000,2020-09-25,799999
266651,5,4,0.92,Hamden,Connecticut,6518,3799,2009-11-18,622720
266658,3,3,0.45,Hamden,Connecticut,6518,1700,1993-12-21,350000
