,bed,bath,acre_lot,city,state,zip_code,house_size,prev_sold_date,price
295806,5,5,8.3,Sloatsburg,New York,10974,5612,,2450000
295807,3,1,0.21,Ringwood,New Jersey,7456,1275,,400000
295816,4,3,0.53,Mount Olive Township,New Jersey,7828,1610,,499000
295839,3,2,0.18,Greenwood Lake,New York,10925,1493,,447500
295842,3,4,1.0,Washington Township,New Jersey,7853,2365,,449900
295879,3,2,1.7,Washington Township,New Jersey,7930,1536,,359000
295882,3,2,0.16,Greenwood Lake,New York,10925,1858,,415000
295893,4,4,0.07,Nanuet,New York,10954,949,,1250000
295898,5,5,1.03,Orangeburg,New York,10962,6558,,1949000
295902,2,3,0.08,Bardonia,New York,10954,1288,,439900
295903,4,5,0.41,New York City,New York,10019,5450,,28000000
295919,5,3,0.09,Dobbs Ferry,New York,10522,2250,,779000
295935,7,8,0.04,New York City,New York,10025,5448,,6750000
295937,4,4,0.24,Yonkers,New York,10701,2571,,995000
295949,2,2,0.06,New York City,New York,10024,1252,,2650000
295950,2,3,0.06,New York City,New York,10024,1411,,2975000
295951,5,3,0.11,New York City,New York,10471,4140,,1295000
295953,4,4,0.4,Washington Township,New Jersey,7676,17550,,949000
295957,8,10,30.4,Tarrytown,New York,10591,15000,,19500000
295958,7,7,1.26,Suffern,New York,10901,7259,,1799999
295964,2,1,8.79,New York City,New York,10033,997,,899000
295965,4,4,1.16,New York City,New York,10024,4200,,9888000
295970,4,4,2.06,Spring Valley,New York,10977,3139,,1200000
295971,4,4,0.5,Nyack,New York,10960,4952,,1749000
295972,4,4,0.47,Nyack,New York,10960,4910,,1604500
295975,5,4,0.16,Lodi,New Jersey,7644,19998,,729000
295978,4,3,0.83,Airmont,New York,10952,1984,,849000
295983,6,2,0.11,Yonkers,New York,10701,1916,,795000
295995,3,3,0.58,New York City,New York,10019,2200,,575000
295997,6,4,0.04,New York City,New York,10027,3400,,1390000
296005,4,2,0.12,New York City,New York,10463,1850,,775000
296010,2,1,2.25,Irvington,New York,10533,850,,234500
296015,5,4,1.28,Dobbs Ferry,New York,10522,3228,,1525000
296030,8,9,0.05,New York City,New York,10024,9555,,11695000
296032,11,5,0.04,New York City,New York,10024,5760,,6450000
296035,6,3,0.04,Bronx,New York,10463,3000,,999000
